Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Ryals, A.J., Rogers, L.M., Gross, E.Z., Polnaszek, K.L., Voss, J.L.","Associative Recognition Memory Awareness Improved by Theta-Burst Stimulation of Frontopolar Cortex",2016,"Cerebral Cortex","26","3",,"1200","1210",,4,10.1093/cercor/bhu311,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961250528&doi=10.1093%2fcercor%2fbhu311&partnerID=40&md5=9d9181ace818c6ea9c167dab58b81c6b",Article,Scopus,2-s2.0-84961250528
"Norman, E., Furnes, B.","The relationship between metacognitive experiences and learning: Is there a difference between digital and non-digital study media?",2016,"Computers in Human Behavior","54",,,"301","309",,4,10.1016/j.chb.2015.07.043,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940399423&doi=10.1016%2fj.chb.2015.07.043&partnerID=40&md5=4f85eabf1d23bc47e6b0bf52a36fb743",Article,Scopus,2-s2.0-84940399423
"Soderstrom, N.C., Rhodes, M.G.","Metacognitive illusions can be reduced by monitoring recollection during study",2014,"Journal of Cognitive Psychology","26","1",,"118","126",,4,10.1080/20445911.2013.834906,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891276887&doi=10.1080%2f20445911.2013.834906&partnerID=40&md5=964323d37a0cba918005da7e61fb778c",Article,Scopus,2-s2.0-84891276887
"Baars, M., Vink, S., van Gog, T., de Bruin, A., Paas, F.","Effects of training self-assessment and using assessment standards on retrospective and prospective monitoring of problem solving",2014,"Learning and Instruction","33",,,"92","107",,4,10.1016/j.learninstruc.2014.04.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901218335&doi=10.1016%2fj.learninstruc.2014.04.004&partnerID=40&md5=002f78b2817a38fb181c6cecb9f79cb0",Article,Scopus,2-s2.0-84901218335
"Hobbs, M., Higham, P.A., Kneller, W.","Memory and metacognition in dangerous situations: Investigating cognitive impairment from gas narcosis in undersea divers",2014,"Human Factors","56","4",,"696","709",,4,10.1177/0018720813510737,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900557040&doi=10.1177%2f0018720813510737&partnerID=40&md5=3aae341befd8bf4e2cd4756f10b9c191",Article,Scopus,2-s2.0-84900557040
"Koriat, A., Nussinson, R., Ackerman, R.","Judgments of learning depend on how learners interpret study effort",2014,"Journal of Experimental Psychology: Learning Memory and Cognition","40","6",,"1624","1637",,4,10.1037/xlm0000009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925602679&doi=10.1037%2fxlm0000009&partnerID=40&md5=7b9e1e39113765d289a77c804dc12dfc",Article,Scopus,2-s2.0-84925602679
"Cohen, M.S., Yan, V.X., Halamish, V., Bjork, R.A.","Do students think that difficult or valuable materials should be restudied sooner rather than later?",2013,"Journal of Experimental Psychology: Learning Memory and Cognition","39","6",,"1682","1696",,4,10.1037/a0032425,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887528360&doi=10.1037%2fa0032425&partnerID=40&md5=468cf696cbb1f3427af51cf7e0cc8a7c",Article,Scopus,2-s2.0-84887528360
"van Loon, M.H., de Bruin, A.B.H., van Gog, T., van Merriënboer, J.J.G.","The effect of delayed-JOLs and sentence generation on children's monitoring accuracy and regulation of idiom study",2013,"Metacognition and Learning","8","2",,"173","191",,4,10.1007/s11409-013-9100-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879965122&doi=10.1007%2fs11409-013-9100-0&partnerID=40&md5=187dc020511af4dcca5f278a0b2e8ee9",Article,Scopus,2-s2.0-84879965122
"Logan, J.M., Castel, A.D., Haber, S., Viehman, E.J.","Metacognition and the spacing effect: The role of repetition, feedback, and instruction on judgments of learning for massed and spaced rehearsal",2012,"Metacognition and Learning","7","3",,"175","195",,4,10.1007/s11409-012-9090-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868476158&doi=10.1007%2fs11409-012-9090-3&partnerID=40&md5=f12bdd66c1e1f4d317001b8c6f479d08",Article,Scopus,2-s2.0-84868476158
"Sundqvist, M.L., Todorov, I., Kubik, V., Jönsson, F.U.","Study for now, but judge for later: Delayed judgments of learning promote long-term retention",2012,"Scandinavian Journal of Psychology","53","6",,"450","454",,4,10.1111/j.1467-9450.2012.00968.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870057805&doi=10.1111%2fj.1467-9450.2012.00968.x&partnerID=40&md5=dc7386310cbda2a716d9a0928e57e556",Article,Scopus,2-s2.0-84870057805
"Soderstrom, N.C., Davalos, D.B., Vázquez, S.M.","Metacognition and depressive realism: Evidence for the level-of-depression account",2011,"Cognitive Neuropsychiatry","16","5",,"461","472",,4,10.1080/13546805.2011.557921,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052702094&doi=10.1080%2f13546805.2011.557921&partnerID=40&md5=8fa6c0de62f026a796ddbd7b6133ea8b",Article,Scopus,2-s2.0-80052702094
"Tiede, H.L., Leboe, J.P.","Illusions of competence for phonetically, orthographically, and semantically similar word pairs",2009,"Canadian Journal of Experimental Psychology","63","4",,"294","302",,4,10.1037/a0015717,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-74349093172&doi=10.1037%2fa0015717&partnerID=40&md5=ac022d29047dc716a610125c26dbf192",Article,Scopus,2-s2.0-74349093172
"Tiede, H.L., Leboe, J.P.","Metamemory Judgments and the Benefits of Repeated Study: Improving Recall Predictions Through the Activation of Appropriate Knowledge",2009,"Journal of Experimental Psychology: Learning Memory and Cognition","35","3",,"822","828",,4,10.1037/a0015122,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749085531&doi=10.1037%2fa0015122&partnerID=40&md5=eb0ca31e755be7e194d8b4cd68cd48a3",Article,Scopus,2-s2.0-65749085531
"Carroll, M., Shanahan, C.","The effect of context and metamemory judgements on automatic processes in memory",1997,"Acta Psychologica","97","3",,"219","234",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031309083&partnerID=40&md5=fa7f34818baaf1a894c268c2423b751a",Article,Scopus,2-s2.0-0031309083
"Tauber, S.K., Dunlosky, J.","Monitoring of learning at the category level when learning a natural concept: Will task experience improve its resolution?",2015,"Acta Psychologica","155",,,"8","18",,3,10.1016/j.actpsy.2014.11.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920110579&doi=10.1016%2fj.actpsy.2014.11.011&partnerID=40&md5=3f2aa0e8f8e7b579391c2f33295d15ae",Article,Scopus,2-s2.0-84920110579
"Mueller, M.L., Dunlosky, J., Tauber, S.K.","Why is knowledge updating after task experience incomplete? Contributions of encoding experience, scaling artifact, and inferential deficit",2014,"Memory and Cognition","43","2",,"180","192",,3,10.3758/s13421-014-0474-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925491791&doi=10.3758%2fs13421-014-0474-2&partnerID=40&md5=6790e6f26876ba6589b065b153af993c",Article,Scopus,2-s2.0-84925491791
"Festini, S.B., Hartley, A.A., Tauber, S.K., Rhodes, M.G.","Assigned value improves memory of proper names",2013,"Memory","21","6",,"657","667",,3,10.1080/09658211.2012.747613,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880945179&doi=10.1080%2f09658211.2012.747613&partnerID=40&md5=2e514d499cfbcabe7baa330b9d7fda87",Article,Scopus,2-s2.0-84880945179
"Kornell, N., Rhodes, M.G.","Feedback reduces the metacognitive benefit of tests",2013,"Journal of Experimental Psychology: Applied","19","1",,"1","13",,3,10.1037/a0032147,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876111352&doi=10.1037%2fa0032147&partnerID=40&md5=2ffe6f321918486770bb07ba81ccc3c2",Article,Scopus,2-s2.0-84876111352
"Skavhaug, I.-M., Wilding, E.L., Donaldson, D.I.","Immediate judgments of learning predict subsequent recollection: Evidence from event-related potentials",2013,"Journal of Experimental Psychology: Learning Memory and Cognition","39","1",,"159","166",,3,10.1037/a0028885,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875535621&doi=10.1037%2fa0028885&partnerID=40&md5=8c777f28e7ca7d851323b775062718de",Article,Scopus,2-s2.0-84875535621
"Bugg, J.M., McDaniel, M.A.","Selective benefits of question self-generation and answering for remembering expository text",2012,"Journal of Educational Psychology","104","4",,"922","931",,3,10.1037/a0028661,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874448985&doi=10.1037%2fa0028661&partnerID=40&md5=1da1623201c0182d728e1875e36c111f",Article,Scopus,2-s2.0-84874448985
"Eakin, D.K., Hertzog, C.","Age invariance in feeling of knowing during implicit interference effects",2012,"Journals of Gerontology - Series B Psychological Sciences and Social Sciences","67 B","5",,"555","562",,3,10.1093/geronb/gbr150,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866360146&doi=10.1093%2fgeronb%2fgbr150&partnerID=40&md5=d32c81b35d87e861b058fa8c84852a53",Article,Scopus,2-s2.0-84866360146
"Kimball, D.R., Smith, T.A., Muntean, W.J.","Does delaying judgments of learning really improve the efficacy of study decisions? Not so much",2012,"Journal of Experimental Psychology: Learning Memory and Cognition","38","4",,"923","954",,3,10.1037/a0026936,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871676298&doi=10.1037%2fa0026936&partnerID=40&md5=d32392e8884297e00f6158f64ae761fb",Article,Scopus,2-s2.0-84871676298
"Shi, L.-Z., Tang, W.-H., Liu, X.-P.","Age-related schema reliance of judgments of learning in predicting source memory",2012,"Aging, Neuropsychology, and Cognition","19","1-2",,"301","318",,3,10.1080/13825585.2011.632616,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856943228&doi=10.1080%2f13825585.2011.632616&partnerID=40&md5=a4c316860586ea40423d0b70bcf25f50",Article,Scopus,2-s2.0-84856943228
"Krause, M., Kennedy, M.R.T.","Metamemory adjustments over time in adults with and without traumatic brain injury",2009,"Brain Injury","23","12",,"965","972",,3,10.3109/02699050903373485,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449131032&doi=10.3109%2f02699050903373485&partnerID=40&md5=2c87ab41b7363f787045a80643a15d4e",Article,Scopus,2-s2.0-70449131032
"Carroll, M., Davis, R., Conway, M.","The effects of self-reference on recognition and source attribution",2001,"Australian Journal of Psychology","53","3",,"140","145",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035568459&partnerID=40&md5=24345982a0f3006672e21df053a92184",Article,Scopus,2-s2.0-0035568459
"Besken, M.","Picture-perfect is not perfect for metamemory: Testing the perceptual fluency Hypothesis With Degraded Images",2016,"Journal of Experimental Psychology: Learning Memory and Cognition","42","9",,"1417","1433",,2,10.1037/xlm0000246,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982744097&doi=10.1037%2fxlm0000246&partnerID=40&md5=6c02ad0704f22c62bd45df6e2b2ef6d5",Article,Scopus,2-s2.0-84982744097
"Mitchum, A.L., Kelley, C.M., Fox, M.C.","When asking the question changes the ultimate answer: Metamemory judgments change memory",2016,"Journal of Experimental Psychology: General","145","2",,"200","219",,2,10.1037/a0039923,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000789187&doi=10.1037%2fa0039923&partnerID=40&md5=eec5942fe8549ad1695aff730fcbb610",Article,Scopus,2-s2.0-85000789187
"Jia, X., Li, P., Li, X., Zhang, Y., Cao, W., Cao, L., Li, W.","The effect of word frequency on judgments of learning: Contributions of beliefs and processing fluency",2016,"Frontiers in Psychology","6","JAN", 1995,"","",,2,10.3389/fpsyg.2015.01995,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958267774&doi=10.3389%2ffpsyg.2015.01995&partnerID=40&md5=35a13f7b56bb3aecbcfc03720d9354b2",Article,Scopus,2-s2.0-84958267774
"Hu, X., Li, T., Zheng, J., Su, N., Liu, Z., Luo, L.","How much do metamemory beliefs contribute to the font-size effect in judgments of learning?",2015,"PLoS ONE","10","11", e0142351,"","",,2,10.1371/journal.pone.0142351,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953861677&doi=10.1371%2fjournal.pone.0142351&partnerID=40&md5=ca96ec1cd5584eaf1b049de1768c469a",Article,Scopus,2-s2.0-84953861677
"Zawadzka, K., Higham, P.A.","Judgments of learning index relative confidence, not subjective probability",2015,"Memory and Cognition","43","8",,"1168","1179",,2,10.3758/s13421-015-0532-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945476434&doi=10.3758%2fs13421-015-0532-4&partnerID=40&md5=820c5ba956d1a066915ef39b84aed54d",Article,Scopus,2-s2.0-84945476434
"Binbasaran Tuysuzoglu, B., Greene, J.A.","An investigation of the role of contingent metacognitive behavior in self-regulated learning",2015,"Metacognition and Learning","10","1",,"77","98",,2,10.1007/s11409-014-9126-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939878645&doi=10.1007%2fs11409-014-9126-y&partnerID=40&md5=e223657e847449b135b555e46e24bc70",Article,Scopus,2-s2.0-84939878645
"Tsalas, N., Paulus, M., Sodian, B.","Developmental changes and the effect of self-generated feedback in metacognitive controlled spacing strategies in 7-year-olds, 10-year-olds, and adults",2015,"Journal of Experimental Child Psychology","132",,,"140","154",,2,10.1016/j.jecp.2015.01.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923014447&doi=10.1016%2fj.jecp.2015.01.008&partnerID=40&md5=22e71bb898cb6d3fb13213ec45abd755",Article,Scopus,2-s2.0-84923014447
"Sobel, D.M.","Can You Do It? How Preschoolers Judge Whether Others Have Learned",2015,"Journal of Cognition and Development","16","3",,"492","508",,2,10.1080/15248372.2013.815621,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938547699&doi=10.1080%2f15248372.2013.815621&partnerID=40&md5=a1fa4ad73606e714f9be2834d3f23e70",Article,Scopus,2-s2.0-84938547699
"Taveira-Gomes, T., Prado-Costa, R., Severo, M., Ferreira, M.A.","Characterization of medical students recall of factual knowledge using learning objects and repeated testing in a novel e-learning system",2015,"BMC Medical Education","15","1", 275,"","",,2,10.1186/s12909-014-0275-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924341115&doi=10.1186%2fs12909-014-0275-0&partnerID=40&md5=51c2feb3848da94739cd04706321f510",Article,Scopus,2-s2.0-84924341115
"Daurat, A., Huet, N., Tiberge, M.","Memory monitoring and memory control in patients suffering from obstructive sleep apnoea syndrome",2014,"Memory","22","6",,"710","721",,2,10.1080/09658211.2013.818156,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898548794&doi=10.1080%2f09658211.2013.818156&partnerID=40&md5=d88aa93c2ef5e31805385a72d31effeb",Article,Scopus,2-s2.0-84898548794
"Howard, C.E., Andrés, P., Mazzoni, G.","Metamemory in temporal lobe epilepsy: A study of sensitivity to repetition at Encoding",2013,"Journal of the International Neuropsychological Society","19","4",,"453","462",,2,10.1017/S1355617712001646,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876712592&doi=10.1017%2fS1355617712001646&partnerID=40&md5=f1467ae584ae9d3ef259f69dffad7317",Article,Scopus,2-s2.0-84876712592
"Stambaugh, L.A.","Differential effects of cognitive load on university wind students' practice",2013,"Psychology of Music","41","6",,"749","763",,2,10.1177/0305735612449505,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886697599&doi=10.1177%2f0305735612449505&partnerID=40&md5=372e96c0bac24a08541692fed328f21b",Article,Scopus,2-s2.0-84886697599
"Eakin, D.K., Hertzog, C.","Immediate judgments of learning are insensitive to implicit interference effects at retrieval",2012,"Memory and Cognition","40","1",,"8","18",,2,10.3758/s13421-011-0138-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555209316&doi=10.3758%2fs13421-011-0138-4&partnerID=40&md5=a0e4b617e3c6041db27bc9938033324c",Article,Scopus,2-s2.0-84555209316
"Szepietowska, E.M., Kuzaka, A.","Subjective evaluation of the own memory of patients with right or left hemisphere pathology [Subiektywna ocena własnej pamiȩci u osób z uszkodzeniem prawej lub lewej półkuli mózgu]",2010,"Neuropsychiatria i Neuropsychologia","5","2",,"79","89",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651072427&partnerID=40&md5=cd63644ed430dc9e59a82df61b6ba906",Article,Scopus,2-s2.0-78651072427
"Ramachandra, V., Rickenbach, B., Ruda, M., Lecureux, B., Pope, M.","Fast mapping in healthy young adults: the influence of metamemory.",2010,"Journal of psycholinguistic research","39","3",,"213","224",,2,10.1007/s10936-009-9133-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953996899&doi=10.1007%2fs10936-009-9133-3&partnerID=40&md5=44167a57a1b6407802e737f541f31fa6",Article,Scopus,2-s2.0-77953996899
"Tiede, H.L., Derksen, C., Leboe, J.P.","An investigation of increases in metamemory confidence across multiple study trials",2009,"Memory","17","3",,"288","300",,2,10.1080/09658210802665837,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62249219084&doi=10.1080%2f09658210802665837&partnerID=40&md5=23c9f863fa798f25b932861e938b290c",Article,Scopus,2-s2.0-62249219084
"Azevedo, R., Greene, J.A., Moos, D.C., Winters, F.I., Godbole-Chaudhuri, P., Cromley, J.G.","Is externally-regulated learning by a human tutor effective in facilitating learning with hypermedia?",2006,"ICLS 2006 - International Conference of the Learning Sciences, Proceedings","1",,,"16","22",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957724200&partnerID=40&md5=03238e15e63939ff5b22e16ee17e9613",Conference Paper,Scopus,2-s2.0-79957724200
"Verkoeijen, P.P.J.L., Rikers, R.M.J.P., Augustus, M.I., Schmidt, H.G.","A critical look at the discrepancy reduction mechanism of study time allocation",2005,"European Journal of Cognitive Psychology","17","3",,"371","387",,2,10.1080/09541440440000041,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-18844376868&doi=10.1080%2f09541440440000041&partnerID=40&md5=ec6827fcf1166b69e65c3f9616fef690",Article,Scopus,2-s2.0-18844376868
"Thomas, R.C., Finn, B., Jacoby, L.L.","Prior experience shapes metacognitive judgments at the category level: the role of testing and category difficulty",2016,"Metacognition and Learning","11","3",,"257","274",,1,10.1007/s11409-015-9144-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993953554&doi=10.1007%2fs11409-015-9144-4&partnerID=40&md5=e2950ea779431008929923f202ec564a",Article,Scopus,2-s2.0-84993953554
"Li, P., Jia, X., Li, X., Li, W.","The effect of animacy on metamemory",2016,"Memory and Cognition","44","5",,"696","705",,1,10.3758/s13421-016-0598-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958775086&doi=10.3758%2fs13421-016-0598-7&partnerID=40&md5=d7d50fd1ad1b7b9157e72aaec1cc0d9c",Article,Scopus,2-s2.0-84958775086
"Stiers, P., Falbo, L., Goulas, A., van Gog, T., de Bruin, A.","Reverse inference of memory retrieval processes underlying metacognitive monitoring of learning using multivariate pattern analysis",2016,"NeuroImage","132",,,"11","23",,1,10.1016/j.neuroimage.2016.02.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961778334&doi=10.1016%2fj.neuroimage.2016.02.008&partnerID=40&md5=b5a9334b8bf763bd85a15e3242af5773",Article,Scopus,2-s2.0-84961778334
"Magreehan, D.A., Serra, M.J., Schwartz, N.H., Narciss, S.","Further boundary conditions for the effects of perceptual disfluency on judgments of learning",2016,"Metacognition and Learning","11","1",,"35","56",,1,10.1007/s11409-015-9147-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945577903&doi=10.1007%2fs11409-015-9147-1&partnerID=40&md5=5e5529eb79ffb4e2c263e59726333189",Article,Scopus,2-s2.0-84945577903
"Susser, J.A., Jin, A., Mulligan, N.W.","Identity priming consistently affects perceptual fluency but only affects metamemory when primes are obvious",2016,"Journal of Experimental Psychology: Learning Memory and Cognition","42","4",,"657","662",,1,10.1037/xlm0000189,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941710106&doi=10.1037%2fxlm0000189&partnerID=40&md5=060b6c45fd17c5fae379c8bf81a951cb",Article,Scopus,2-s2.0-84941710106
"Hu, X., Liu, Z., Li, T., Luo, L.","Influence of cue word perceptual information on metamemory accuracy in judgement of learning",2016,"Memory","24","3",,"383","398",,1,10.1080/09658211.2015.1009470,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956618520&doi=10.1080%2f09658211.2015.1009470&partnerID=40&md5=0e6e4563d88ae09cf6d39479bc902399",Article,Scopus,2-s2.0-84956618520
"Eitel, A.","How repeated studying and testing affects multimedia learning: Evidence for adaptation to task demands",2016,"Learning and Instruction","41",,,"70","84",,1,10.1016/j.learninstruc.2015.10.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945546727&doi=10.1016%2fj.learninstruc.2015.10.003&partnerID=40&md5=4a45a2adca5ee55381ce368901d51747",Article,Scopus,2-s2.0-84945546727
"Knoll, A.R., Otani, H., Skeel, R.L., Van Horn, K.R.","Learning style, judgements of learning, and learning of verbal and visual information",2016,"British Journal of Psychology",,,,"","",,1,10.1111/bjop.12214,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993972081&doi=10.1111%2fbjop.12214&partnerID=40&md5=2d497d5e58db07f640b5cf523d95b4ad",Article in Press,Scopus,2-s2.0-84993972081
"Destan, N., Roebers, C.M.","What are the metacognitive costs of young children’s overconfidence?",2015,"Metacognition and Learning","10","3",,"347","374",,1,10.1007/s11409-014-9133-z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947021307&doi=10.1007%2fs11409-014-9133-z&partnerID=40&md5=7e3368fe28b4d95985875f0f3568d949",Article,Scopus,2-s2.0-84947021307
"McGillivray, S., Murayama, K., Castel, A.D.","Thirst for Knowledge: The Effects of Curiosity and Interest on Memory in Younger and Older Adults",2015,"Psychology and Aging","30","4",,"835","841",,1,10.1037/a0039801,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946430185&doi=10.1037%2fa0039801&partnerID=40&md5=f4a7613c684ac9bcf253b0aae06bbde8",Article,Scopus,2-s2.0-84946430185
"Rosner, T.M., Davis, H., Milliken, B.","Perceptual blurring and recognition memory: A desirable difficulty effect revealed",2015,"Acta Psychologica","160",,,"11","22",,1,10.1016/j.actpsy.2015.06.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934277205&doi=10.1016%2fj.actpsy.2015.06.006&partnerID=40&md5=c20b9728a06bc3d8d34ae33930af7d50",Article,Scopus,2-s2.0-84934277205
"Baumeister, R.F., Alquist, J.L., Vohs, K.D.","Illusions of Learning: Irrelevant Emotions Inflate Judgments of Learning",2015,"Journal of Behavioral Decision Making","28","2",,"149","158",,1,10.1002/bdm.1836,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925273137&doi=10.1002%2fbdm.1836&partnerID=40&md5=80656efe9a7cce7edd8b4838c8055e63",Article,Scopus,2-s2.0-84925273137
"Furnes, B., Norman, E.","Metacognition and Reading: Comparing Three Forms of Metacognition in Normally Developing Readers and Readers with Dyslexia",2015,"Dyslexia","21","3",,"273","284",,1,10.1002/dys.1501,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938376661&doi=10.1002%2fdys.1501&partnerID=40&md5=3657239a4d9d12f59e096a4832965576",Article,Scopus,2-s2.0-84938376661
"Pilegard, C., Mayer, R.E.","Adding judgments of understanding to the metacognitive toolbox",2015,"Learning and Individual Differences","41",,,"62","72",,1,10.1016/j.lindif.2015.07.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938080000&doi=10.1016%2fj.lindif.2015.07.002&partnerID=40&md5=669ee8e90dad3ddc9e7068f41a3a3e6f",Article,Scopus,2-s2.0-84938080000
"Balslev, T., Rasmussen, A.B., Skajaa, T., Nielsen, J.P., Muijtjens, A., De Grave, W., Van Merriënboer, J.","Combining bimodal presentation schemes and buzz groups improves clinical reasoning and learning at morning report",2015,"Medical Teacher","37","8",,"759","766",,1,10.3109/0142159X.2014.986445,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940736591&doi=10.3109%2f0142159X.2014.986445&partnerID=40&md5=c4adfd8ae3ebc37d7f7e30b5708c6258",Article,Scopus,2-s2.0-84940736591
"Abercrombie, S., Parkes, J., McCarty, T.","Motivational influences of using peer evaluation in problem-based learning in medical education",2015,"Interdisciplinary Journal of Problem-based Learning","9","1", 8,"33","43",,1,10.7771/1541-5015.1501,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936766429&doi=10.7771%2f1541-5015.1501&partnerID=40&md5=c8402faef3291d055fac6357af6b793e",Article,Scopus,2-s2.0-84936766429
"Hines, J.C., Hertzog, C., Touron, D.R.","Younger and older adults weigh multiple cues in a similar manner to generate judgments of learning",2015,"Aging, Neuropsychology, and Cognition","22","6",,"693","711",,1,10.1080/13825585.2015.1028884,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939272591&doi=10.1080%2f13825585.2015.1028884&partnerID=40&md5=2d5d6bbcc9bb3b2b9ec36d1fec4cc77b",Article,Scopus,2-s2.0-84939272591
"Pyc, M.A., Rawson, K.A., Aschenbrenner, A.J.","Metacognitive monitoring during criterion learning: When and why are judgments accurate?",2014,"Memory &amp; Cognition",,,,"","",,1,10.3758/s13421-014-0403-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896420869&doi=10.3758%2fs13421-014-0403-4&partnerID=40&md5=ec896ce459432ae255243ef3f5813074",Article in Press,Scopus,2-s2.0-84896420869
"Peynircioǧlu, Z.F., Brandler, B.J., Hohman, T.J., Knutson, N.","Metacognitive judgments in music performance",2014,"Psychology of Music","42","5",,"748","762",,1,10.1177/0305735613491999,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906681835&doi=10.1177%2f0305735613491999&partnerID=40&md5=5772db1d35676320acb193266a6e7803",Article,Scopus,2-s2.0-84906681835
"Cromley, J.G., Byrnes, J.P.","Instruction and cognition",2012,"Wiley Interdisciplinary Reviews: Cognitive Science","3","5",,"545","553",,1,10.1002/wcs.1192,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865186401&doi=10.1002%2fwcs.1192&partnerID=40&md5=ecb88dbbfa1e37a5a67f8defc5577569",Review,Scopus,2-s2.0-84865186401
"Feyzi-Behnagh, R., Azevedo, R.","The effectiveness of a pedagogical agent's immediate feedback on learners' metacognitive judgments during learning with MetaTutor",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7315 LNCS",,,"651","652",,1,10.1007/978-3-642-30950-2_105,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862506122&doi=10.1007%2f978-3-642-30950-2_105&partnerID=40&md5=19f7db1515cf4b0f42cbf19754cbbddc",Conference Paper,Scopus,2-s2.0-84862506122
"Jönsson, F.U., Kerimi, N.","An investigation of students' knowledge of the delayed judgements of learning effect",2011,"Journal of Cognitive Psychology","23","3",,"358","373",,1,10.1080/20445911.2011.518371,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959361232&doi=10.1080%2f20445911.2011.518371&partnerID=40&md5=47d01d2267818b7d2c4f3e4fa3b20ca9",Article,Scopus,2-s2.0-79959361232
"Szepietowska, E.M., Gmitruk, E.","Subjective assessment of their own memory in persons with different stages of adulthood [Subiektywna ocena wŁasnej pamie{ogonek}ci u osób z różnych faz dorosŁości]",2011,"Psychogeriatria Polska","8","1",,"11","22",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855980452&partnerID=40&md5=969080bdfc3d8aaa80fb1614fa3e3def",Article,Scopus,2-s2.0-84855980452
"Touron, D.R., Hertzog, C., Speagle, J.Z.","Subjective learning discounts test type: Evidence from an associative learning and transfer task",2010,"Experimental Psychology","57","5",,"327","337",,1,10.1027/1618-3169/a000039,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956013427&doi=10.1027%2f1618-3169%2fa000039&partnerID=40&md5=2b62825377bf83f9d40d63294aba9bb1",Article,Scopus,2-s2.0-77956013427
